chr	strand	coord	tottag	UPA_start	UPA_end	nPA	maxtag	ftr	gene_type	ftr_start	ftr_end	gene	gene_start	gene_end	gene_stop_codon	upstream_id	upstream_start	upstream_end	downstream_id	downstream_start	downstream_end	three_UTR_length	three_extend	toStop	tag
4320	chr2	+	172352948	1	172352948	172352948	1	1	3UTR	NA	172352803	172355749	67017	172345565	172355749	172352802	NA	NA	NA	NA	NA	NA	146	NA	146	1
4321	chr2	+	172382443	1	172382443	172382443	1	1	3UTR	NA	172380620	172382448	67337	172370681	172376070	172376070	NA	NA	NA	NA	NA	NA	6373	NA	6373	1
4322	chr2	+	172469906	1	172469906	172469906	1	1	3UTR	NA	172468775	172469908	66404	172440556	172469908	172468774	NA	NA	NA	NA	NA	NA	1132	NA	1132	1
4323	chr2	+	172566179	1	172566179	172566179	1	1	intergenic	NA	172558622	172977700	21420	172549593	172558622	172557376	21420	172549593	172558622	26972	172977700	172993571	8803	7557	NA	1
4324	chr2	+	173015680	2	173015678	173015680	2	1	3UTR	NA	173015370	173015739	66679	173000117	173015739	173015369	NA	NA	NA	NA	NA	NA	311	NA	311	2
4325	chr2	+	173528497	1	173528497	173528497	1	1	3UTR	NA	173528345	173528501	72221	173522586	173528501	173528344	NA	NA	NA	NA	NA	NA	153	NA	153	1
4326	chr2	+	173702186	3	173702183	173702186	3	1	3UTR	NA	173701022	173707315	19334	173659760	173707315	173695277	NA	NA	NA	NA	NA	NA	6909	NA	6909	3
4327	chr2	+	174098408	1	174098408	174098408	1	1	3UTR	NA	174097024	174099771	228960	174076308	174092433	174092433	NA	NA	NA	NA	NA	NA	5975	NA	5975	1
4328	chr2	+	174427503	2	174427503	174427503	2	1	3UTR	NA	NA	NA	57314	NA	NA	NA	57314	174415851	174427502	545486	174450695	174457882	438	1	438	2
4329	chr2	+	179899373	1	179899373	179899373	1	1	3UTR	NA	179895919	179899373	12561	179442431	179899373	179895918	NA	NA	NA	NA	NA	NA	3455	NA	3455	1
4330	chr2	+	180034797	1	180034797	180034797	1	1	3UTR	NA	180034298	180035461	241846	180024987	180035461	180033857	NA	NA	NA	NA	NA	NA	940	NA	940	1
4331	chr2	+	180035147	3	180035147	180035158	3	1	3UTR	NA	180034298	180035461	241846	180024987	180035461	180033857	NA	NA	NA	NA	NA	NA	1290	NA	1290	3
4332	chr2	+	180035461	35	180035457	180035466	35	1	3UTR	NA	180034298	180035461	241846	180024987	180035461	180033857	NA	NA	NA	NA	NA	NA	1604	NA	1604	35
4333	chr2	+	180070201	2	180070201	180070201	2	1	3UTR	NA	180067359	180070201	269397	180042509	180070201	180067358	NA	NA	NA	NA	NA	NA	2843	NA	2843	2
4334	chr2	+	180085902	1	180085902	180085902	1	1	3UTR	NA	180085380	180085902	52856	180070588	180085895	180085895	NA	NA	NA	NA	NA	NA	7	NA	7	1
4335	chr2	+	180464828	1	180464828	180464828	1	1	CDS	NA	180464027	180464828	108115	180456245	180474867	180474244	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
4336	chr2	+	180718503	1	180718503	180718503	1	1	3UTR	NA	180718012	180718733	76425	180710117	180718733	180718011	NA	NA	NA	NA	NA	NA	492	NA	492	1
4337	chr2	+	181188503	1	181188503	181188503	1	1	3UTR	NA	181188300	181188771	66496	181187247	181188771	181188299	NA	NA	NA	NA	NA	NA	204	NA	204	1
4338	chr2	+	181356613	2	181356613	181356616	2	1	3UTR	NA	181356091	181356616	269400	181319739	181356616	181356090	NA	NA	NA	NA	NA	NA	523	NA	523	2
4339	chr2	+	181515387	1	181515387	181515387	1	1	3UTR	NA	181515176	181517966	66314	181497142	181515115	181502023	NA	NA	NA	NA	NA	NA	13364	NA	13364	1
4340	chr2	+	181515893	2	181515893	181515893	2	1	3UTR	NA	181515176	181517966	66314	181497142	181515115	181502023	NA	NA	NA	NA	NA	NA	13870	NA	13870	2
4341	chr2	+	181516515	1	181516515	181516515	1	1	3UTR	NA	181515176	181517966	66314	181497142	181515115	181502023	NA	NA	NA	NA	NA	NA	14492	NA	14492	1
4342	chr2	+	181552883	2	181552883	181552886	2	1	3UTR	NA	181549377	181555133	13002	181520485	181555133	181549376	NA	NA	NA	NA	NA	NA	3507	NA	3507	2
4343	chr2	+	181654032	1	181654032	181654032	1	1	intron	NA	181652549	181654835	68879	181591868	181616076	181616076	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
4344	chr2	+	181655661	6	181655654	181655661	6	1	3UTR	NA	NA	NA	68879	NA	NA	NA	68879	181601319	181655660	character(0)	181657034	181659467	39585	1	39585	6
4345	chr2	+	181659609	1	181659609	181659609	1	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	181657034	181659467	character(0)	181662306	181662412	178585287	142	178585287	1
4346	chr2	+	181868610	2	181868610	181868612	2	1	3UTR	NA	181868332	181870830	67005	181864337	181870830	181868331	NA	NA	NA	NA	NA	NA	279	NA	279	2
4347	chr2	+	181869651	1	181869651	181869651	1	1	3UTR	NA	181868332	181870830	67005	181864337	181870830	181868331	NA	NA	NA	NA	NA	NA	1320	NA	1320	1
3999	chr2	+	18212390	13	18212387	18212390	13	1	3UTR	NA	NA	NA	17354	NA	NA	NA	17354	18064636	18212388	character(0)	18568126	18568198	1578	2	1578	13
4000	chr2	+	18676215	5	18676215	18676231	5	1	3UTR	NA	18675927	18676230	12238	18672384	18676230	18675926	NA	NA	NA	NA	NA	NA	289	NA	289	5
4001	chr2	+	18685943	2	18685943	18685947	2	1	3UTR	NA	18684482	18686629	12151	18677018	18686629	18684481	NA	NA	NA	NA	NA	NA	1462	NA	1462	2
4002	chr2	+	18686631	1	18686631	18686631	1	1	3UTR	NA	NA	NA	12151	NA	NA	NA	12151	18677018	18686629	character(0)	18694032	18698884	2150	2	2150	1
4003	chr2	+	19660586	2	19660586	19660589	2	1	3UTR	NA	NA	NA	71198	NA	NA	NA	71198	19657752	19660583	character(0)	19677251	19678603	1160	3	1160	2
4004	chr2	+	20810524	1	20810524	20810524	1	1	3UTR	NA	20809211	20810535	208618	19909780	20744816	20744295	NA	NA	NA	NA	NA	NA	66229	NA	66229	1
4005	chr2	+	21521430	1	21521430	21521430	1	1	intron	NA	21399427	21553298	241263	21367542	21830547	21827693	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
4006	chr2	+	21830547	2	21830547	21830547	2	1	3UTR	NA	21827694	21830547	241263	21367542	21830547	21827693	NA	NA	NA	NA	NA	NA	2854	NA	2854	2
4007	chr2	+	23509363	1	23509363	23509363	1	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	23508860	23509307	character(0)	23680218	23681121	20435041	56	20435041	1
4008	chr2	+	23509445	1	23509445	23509445	1	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	23508860	23509307	character(0)	23680218	23681121	20435123	138	20435123	1
4009	chr2	+	23509890	1	23509890	23509890	1	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	23508860	23509307	character(0)	23680218	23681121	20435568	583	20435568	1
4010	chr2	+	23554541	1	23554541	23554541	1	1	intergenic	NA	23509307	23680218	character(0)	23508860	23509307	3074322	character(0)	23508860	23509307	character(0)	23680218	23681121	20480219	45234	NA	1
4011	chr2	+	23695505	2	23695505	23695508	2	1	intergenic	NA	23681121	23823053	character(0)	23680218	23681121	3074322	character(0)	23680218	23681121	character(0)	23823053	23823227	20621183	14384	NA	2
4012	chr2	+	24959416	7	24959410	24959434	7	1	3UTR	NA	24959062	24962075	67187	24949792	24962075	24959061	NA	NA	NA	NA	NA	NA	355	NA	355	7
4013	chr2	+	24960969	1	24960969	24960969	1	1	3UTR	NA	24959062	24962075	67187	24949792	24962075	24959061	NA	NA	NA	NA	NA	NA	1908	NA	1908	1
4014	chr2	+	24962075	1	24962075	24962075	1	1	3UTR	NA	24959062	24962075	67187	24949792	24962075	24959061	NA	NA	NA	NA	NA	NA	3014	NA	3014	1
4015	chr2	+	25269885	1	25269885	25269885	1	1	3UTR	NA	25269419	25269885	97031	25262618	25269885	25269418	NA	NA	NA	NA	NA	NA	467	NA	467	1
4016	chr2	+	25285612	4	25285604	25285612	4	1	3UTR	NA	25285464	25285915	99152	25272478	25285915	25285463	NA	NA	NA	NA	NA	NA	149	NA	149	4
4017	chr2	+	25285916	1	25285916	25285916	1	1	3UTR	NA	NA	NA	99152	NA	NA	NA	99152	25272478	25285915	78217	25288145	25289187	453	1	453	1
4018	chr2	+	25409491	1	25409491	25409491	1	1	3UTR	NA	25409192	25409494	18146	25400469	25408178	25408178	NA	NA	NA	NA	NA	NA	1313	NA	1313	1
4019	chr2	+	26636495	5	26636495	26636495	5	1	3UTR	NA	26636352	26636497	56279	26586639	26635634	26632736	NA	NA	NA	NA	NA	NA	3759	NA	3759	5
4020	chr2	+	27021092	1	27021092	27021092	1	1	3UTR	NA	NA	NA	381356	NA	NA	NA	381356	27009926	27021089	character(0)	27034680	27035557	5080	3	5080	1
4021	chr2	+	27403308	1	27403308	27403308	1	1	intergenic	NA	27401951	27442324	character(0)	27401852	27401951	3074322	character(0)	27401852	27401951	100504116	27442324	27444221	24328986	1357	NA	1
4022	chr2	+	27444221	1	27444221	27444221	1	1	3UTR	NA	27443638	27444221	100504116	27442324	27444221	27443637	NA	NA	NA	NA	NA	NA	584	NA	584	1
4023	chr2	+	27535311	1	27535311	27535311	1	1	3UTR	NA	27534858	27536535	140858	27515157	27520653	27520653	NA	NA	NA	NA	NA	NA	14658	NA	14658	1
4024	chr2	+	27536535	4	27536535	27536535	4	1	3UTR	NA	27534858	27536535	140858	27515157	27520653	27520653	NA	NA	NA	NA	NA	NA	15882	NA	15882	4
4025	chr2	+	28057484	1	28057484	28057484	1	1	intergenic	NA	28039514	28095477	12831	27886425	28039514	28037016	12831	27886425	28039514	character(0)	28095477	28127731	20468	17970	NA	1
4026	chr2	+	28129506	1	28129506	28129506	1	1	intergenic	NA	28127731	28192992	character(0)	28095477	28127731	3074322	character(0)	28095477	28127731	56177	28192992	28214425	25055184	1775	NA	1
4027	chr2	+	28470223	1	28470223	28470223	1	1	3UTR	NA	28470009	28471178	118451	28468066	28471178	28470008	NA	NA	NA	NA	NA	NA	215	NA	215	1
4028	chr2	+	28470645	1	28470645	28470645	1	1	3UTR	NA	28470009	28471178	118451	28468066	28471178	28470008	NA	NA	NA	NA	NA	NA	637	NA	637	1
4029	chr2	+	28470950	1	28470950	28470950	1	1	3UTR	NA	28470009	28471178	118451	28468066	28471178	28470008	NA	NA	NA	NA	NA	NA	942	NA	942	1
4030	chr2	+	28471165	1	28471165	28471165	1	1	3UTR	NA	28470009	28471178	118451	28468066	28471178	28470008	NA	NA	NA	NA	NA	NA	1157	NA	1157	1
4031	chr2	+	28553073	1	28553073	28553073	1	1	3UTR	NA	28552268	28553081	19730	28513125	28542950	28542950	NA	NA	NA	NA	NA	NA	10123	NA	10123	1
4032	chr2	+	28687453	1	28687453	28687453	1	1	3UTR	NA	28687174	28691167	64930	28641228	28672507	28671959	NA	NA	NA	NA	NA	NA	15494	NA	15494	1
4033	chr2	+	28813165	1	28813165	28813165	1	1	3UTR	NA	28813066	28813165	68870	28700164	28813165	28813065	NA	NA	NA	NA	NA	NA	100	NA	100	1
4034	chr2	+	28905218	1	28905218	28905218	1	1	3UTR	NA	28904758	28905571	227674	28840406	28847511	28847511	NA	NA	NA	NA	NA	NA	57707	NA	57707	1
4035	chr2	+	29524788	22	29524779	29524790	22	1	3UTR	NA	29524502	29524793	68975	29346819	29524793	29524501	NA	NA	NA	NA	NA	NA	287	NA	287	22
4036	chr2	+	29740364	1	29740364	29740364	1	1	3UTR	NA	29738071	29740978	107746	29619720	29740353	29738070	NA	NA	NA	NA	NA	NA	2294	NA	2294	1
4037	chr2	+	29816456	1	29816456	29816456	1	1	3UTR	NA	29815734	29817522	26569	29802634	29817522	29815733	NA	NA	NA	NA	NA	NA	723	NA	723	1
4038	chr2	+	29922539	6	29922539	29922539	6	1	3UTR	NA	29922435	29922539	18286	29889221	29901107	29901107	NA	NA	NA	NA	NA	NA	21432	NA	21432	6
4039	chr2	+	29931688	1	29931688	29931688	1	1	3UTR	NA	29930662	29931745	18286	29889221	29901107	29901107	NA	NA	NA	NA	NA	NA	30581	NA	30581	1
4040	chr2	+	29931744	5	29931744	29931746	5	1	3UTR	NA	29930662	29931745	18286	29889221	29901107	29901107	NA	NA	NA	NA	NA	NA	30637	NA	30637	5
4041	chr2	+	29958923	1	29958923	29958923	1	1	3UTR	NA	29958516	29960371	74412	29935426	29960371	29958515	NA	NA	NA	NA	NA	NA	408	NA	408	1
4042	chr2	+	29959413	5	29959413	29959422	5	1	3UTR	NA	29958516	29960371	74412	29935426	29960371	29958515	NA	NA	NA	NA	NA	NA	898	NA	898	5
4043	chr2	+	30031451	4	30031444	30031451	4	1	3UTR	NA	30031097	30031451	20740	29965560	30031448	30031096	NA	NA	NA	NA	NA	NA	355	NA	355	4
4044	chr2	+	30072570	1	30072570	30072570	1	1	3UTR	NA	30070943	30072577	56086	30057378	30070303	30070303	NA	NA	NA	NA	NA	NA	2267	NA	2267	1
4045	chr2	+	30174040	1	30174040	30174040	1	1	3UTR	NA	30173974	30174069	13804	30171493	30174069	30173973	NA	NA	NA	NA	NA	NA	67	NA	67	1
4046	chr2	+	30263790	4	30263786	30263790	4	1	3UTR	NA	30262124	30263790	241296	30237715	30263785	30262123	NA	NA	NA	NA	NA	NA	1667	NA	1667	4
4047	chr2	+	30344263	13	30344257	30344263	13	1	3UTR	NA	30343879	30344266	227699	30281043	30301078	30301078	NA	NA	NA	NA	NA	NA	43185	NA	43185	13
4048	chr2	+	30447805	5	30447798	30447805	5	1	3UTR	NA	30446455	30447805	110854	30416039	30447805	30446454	NA	NA	NA	NA	NA	NA	1351	NA	1351	5
4049	chr2	+	30482732	1	30482732	30482732	1	1	intergenic	NA	30447806	30534729	110854	30416131	30447806	30446454	110854	30416131	30447806	character(0)	30534729	30539022	36278	34926	NA	1
4050	chr2	+	30823014	1	30823014	30823014	1	1	3UTR	NA	30822619	30823033	66617	30807826	30823033	30822618	NA	NA	NA	NA	NA	NA	396	NA	396	1
4051	chr2	+	31022639	1	31022639	31022639	1	1	3UTR	NA	31021485	31023586	74270	30982279	31023586	31021484	NA	NA	NA	NA	NA	NA	1155	NA	1155	1
3981	chr2	+	3111701	1	3111701	3111701	1	1	intergenic	NA	3075213	3114224	character(0)	3075107	3075213	3074322	character(0)	3075107	3075213	269233	3114224	3227250	37379	36488	NA	1
4052	chr2	+	31214591	1	31214591	31214591	1	1	3UTR	NA	31214341	31218775	277463	31152316	31218775	31214340	NA	NA	NA	NA	NA	NA	251	NA	251	1
4053	chr2	+	32034971	12	32034971	32034971	12	1	intron	NA	32034970	32038101	227720	31974436	32052371	32052152	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
4054	chr2	+	32052366	7	32052366	32052371	7	1	3UTR	NA	32052153	32052371	227720	31974436	32052371	32052152	NA	NA	NA	NA	NA	NA	214	NA	214	7
4055	chr2	+	32053203	1	32053203	32053203	1	1	3UTR	NA	32052153	32053975	227720	31974436	32052371	32052152	NA	NA	NA	NA	NA	NA	1051	NA	1051	1
4056	chr2	+	32255005	1	32255005	32255005	1	1	3UTR	NA	32254445	32255005	99011	32236590	32255005	32254444	NA	NA	NA	NA	NA	NA	561	NA	561	1
4057	chr2	+	32307909	5	32307909	32307913	5	1	3UTR	NA	32306621	32307921	99412	32287384	32297776	32297776	NA	NA	NA	NA	NA	NA	10133	NA	10133	5
4058	chr2	+	32569746	1	32569746	32569746	1	1	3UTR	NA	32567441	32569756	98952	32535332	32569750	32569750	NA	NA	NA	NA	NA	NA	4	NA	4	1
4059	chr2	+	32754995	12	32754994	32754995	12	1	3UTR	NA	32754572	32755512	27387	32721055	32754994	32754571	NA	NA	NA	NA	NA	NA	424	NA	424	12
4060	chr2	+	32970638	1	32970638	32970638	1	1	intergenic	NA	32965345	33177902	269261	32961720	32965345	32963996	269261	32961720	32965345	character(0)	33177902	33181881	6642	5293	NA	1
4061	chr2	+	32973998	1	32973998	32973998	1	1	intergenic	NA	32965345	33177902	269261	32961720	32965345	32963996	269261	32961720	32965345	character(0)	33177902	33181881	10002	8653	NA	1
4062	chr2	+	33246546	1	33246546	33246546	1	1	3UTR	NA	33246287	33247717	26360	33216069	33247717	33246286	NA	NA	NA	NA	NA	NA	260	NA	260	1
4063	chr2	+	33247711	1	33247711	33247711	1	1	3UTR	NA	33246287	33247717	26360	33216069	33247717	33246286	NA	NA	NA	NA	NA	NA	1425	NA	1425	1
3982	chr2	+	3328872	1	3328872	3328872	1	1	3UTR	NA	3326092	3328877	18108	3284212	3328877	3326091	NA	NA	NA	NA	NA	NA	2781	NA	2781	1
4064	chr2	+	33308440	1	33308440	33308440	1	1	intergenic	NA	33247717	33323171	26360	33216069	33247717	33246286	26360	33216069	33247717	character(0)	33323171	33323437	62154	60723	NA	1
4065	chr2	+	34623915	5	34623912	34623915	5	1	3UTR	NA	34623549	34624949	227743	34406771	34497716	34497716	NA	NA	NA	NA	NA	NA	126199	NA	126199	5
4066	chr2	+	34624949	1	34624949	34624949	1	1	3UTR	NA	34623549	34624949	227743	34406771	34497716	34497716	NA	NA	NA	NA	NA	NA	127233	NA	127233	1
4067	chr2	+	34681105	3	34681096	34681105	3	1	intergenic	NA	34624950	34771970	227743	34432025	34624950	34497716	227743	34432025	34624950	14828	34771970	34777547	183389	56155	NA	3
4068	chr2	+	34761186	2	34761186	34761191	2	1	intergenic	NA	34624950	34771970	227743	34432025	34624950	34497716	227743	34432025	34624950	14828	34771970	34777547	263470	136236	NA	2
4069	chr2	+	34776456	3	34776456	34776466	3	1	3UTR	NA	34776114	34777547	14828	34771970	34777547	34776113	NA	NA	NA	NA	NA	NA	343	NA	343	3
4070	chr2	+	34776531	2	34776531	34776531	2	1	3UTR	NA	34776114	34777547	14828	34771970	34777547	34776113	NA	NA	NA	NA	NA	NA	418	NA	418	2
4071	chr2	+	37099959	1	37099959	37099959	1	1	intergenic	NA	37069651	37139322	character(0)	37065746	37069651	3074322	character(0)	37065746	37069651	character(0)	37139322	37147780	34025637	30308	NA	1
4072	chr2	+	37208073	4	37208073	37208073	4	1	exon	NA	37207051	37208073	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
3983	chr2	+	3782135	4	3782135	3782140	4	1	3UTR	NA	3779618	3782142	66540	3570488	3782142	3779617	NA	NA	NA	NA	NA	NA	2518	NA	2518	4
4073	chr2	+	39015590	7	39015587	39015590	7	1	3UTR	NA	39015121	39015877	74192	39005348	39015326	39015326	NA	NA	NA	NA	NA	NA	264	NA	264	7
4074	chr2	+	39015877	2	39015877	39015877	2	1	3UTR	NA	39015121	39015877	74192	39005348	39015326	39015326	NA	NA	NA	NA	NA	NA	551	NA	551	2
4075	chr2	+	40557293	1	40557293	40557293	1	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	40555752	40557116	character(0)	40958391	40959351	37482971	177	37482971	1
4076	chr2	+	44072724	1	44072724	44072724	1	1	intron	NA	44065108	44116593	76117	43748824	44395953	44394334	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
4077	chr2	+	44180881	1	44180881	44180881	1	1	intron	NA	44176449	44243104	76117	43748824	44395953	44394334	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
3984	chr2	+	4834906	1	4834906	4834906	1	1	intergenic	NA	4802142	4881564	209645	4752717	4802142	4800015	209645	4752717	4802142	109079	4881564	4910557	34891	32764	NA	1
4078	chr2	+	49260560	2	49260558	49260560	2	1	intron	NA	49258313	49272040	109241	48949508	49260558	49258350	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
4079	chr2	+	49537168	1	49537168	49537168	1	1	CDS	NA	49536825	49537168	227867	49451486	49551948	49549998	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
4080	chr2	+	49948844	1	49948844	49948844	1	1	3UTR	NA	49947594	49948849	71897	49787688	49948849	49947593	NA	NA	NA	NA	NA	NA	1251	NA	1251	1
4081	chr2	+	52121877	1	52121877	52121877	1	1	3UTR	NA	52121204	52122383	51869	52072832	52122383	52121203	NA	NA	NA	NA	NA	NA	674	NA	674	1
4082	chr2	+	52434886	1	52434886	52434886	1	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	52425012	52434885	character(0)	52551969	52552251	49360564	1	49360564	1
4083	chr2	+	53133801	1	53133801	53133801	1	1	3UTR	NA	53131879	53133804	71409	52857860	53132203	53128808	NA	NA	NA	NA	NA	NA	4993	NA	4993	1
4084	chr2	+	53217866	1	53217866	53217866	1	1	3UTR	NA	53217389	53219220	65103	53191726	53217534	53217534	NA	NA	NA	NA	NA	NA	332	NA	332	1
4085	chr2	+	53218451	3	53218447	53218451	3	1	3UTR	NA	53217389	53219220	65103	53191726	53217534	53217534	NA	NA	NA	NA	NA	NA	917	NA	917	3
4086	chr2	+	53497276	1	53497276	53497276	1	1	intergenic	NA	53219220	53551926	65103	53192088	53219220	53217534	65103	53192088	53219220	character(0)	53551926	53552371	279742	278056	NA	1
4087	chr2	+	56990509	11	56990506	56990509	11	1	intergenic	NA	56785907	57079748	102465169	56785811	56785907	56785907	102465169	56785811	56785907	character(0)	57079748	57080438	204602	204602	NA	11
4088	chr2	+	57370719	1	57370719	57370719	1	1	3UTR	NA	57367478	57370719	14571	57237635	57367853	57367853	NA	NA	NA	NA	NA	NA	2866	NA	2866	1
3985	chr2	+	5852958	1	5852958	5852958	1	1	intron	NA	5845386	5854815	53893	5845019	5871895	5868198	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
4089	chr2	+	59324910	1	59324910	59324910	1	1	intron	NA	59322716	59334747	227937	59160850	59355204	59354448	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
4090	chr2	+	59564685	1	59564685	59564685	1	1	intergenic	NA	59505020	59612042	76747	59484669	59505020	59504827	76747	59484669	59505020	66860	59612042	59845717	59858	59665	NA	1
4091	chr2	+	59844173	1	59844173	59844173	1	1	3UTR	NA	59844124	59845717	66860	59612042	59845717	59844123	NA	NA	NA	NA	NA	NA	50	NA	50	1
4092	chr2	+	60249206	10	60249202	60249209	10	1	3UTR	NA	60247910	60249211	57438	60209887	60249211	60247909	NA	NA	NA	NA	NA	NA	1297	NA	1297	10
4093	chr2	+	60249283	1	60249283	60249283	1	1	exon	NA	60247890	60250676	57438	60209887	60249211	60247909	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
3986	chr2	+	6056696	1	6056696	6056696	1	1	3UTR	NA	6055443	6056703	326622	5951469	6056703	6055442	NA	NA	NA	NA	NA	NA	1254	NA	1254	1
4094	chr2	+	60578680	4	60578680	60578680	4	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	60577537	60578678	character(0)	61224792	61225082	57504358	2	57504358	4
3987	chr2	+	6133442	1	6133442	6133442	1	1	exon	NA	6132869	6134215	100038358	6132869	6140568	6140568	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
3988	chr2	+	6140521	1	6140521	6140521	1	1	exon	NA	6139122	6140568	100038358	6132869	6140568	6140568	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
3989	chr2	+	6140571	1	6140571	6140571	1	1	3UTR	NA	NA	NA	100038358	NA	NA	NA	100038358	6132869	6140568	320132	6193251	6321611	3	3	3	1
4095	chr2	+	61800376	3	61800374	61800376	3	1	3UTR	NA	61800081	61800376	59029	61711694	61800376	61800080	NA	NA	NA	NA	NA	NA	296	NA	296	3
4096	chr2	+	62326731	1	62326731	62326731	1	1	3UTR	NA	NA	NA	94229	NA	NA	NA	94229	62046645	62326730	character(0)	62357071	62470913	9243	1	9243	1
4097	chr2	+	69111289	1	69111289	69111289	1	1	3UTR	NA	69108595	69114282	241447	68861441	69114282	69108594	NA	NA	NA	NA	NA	NA	2695	NA	2695	1
4098	chr2	+	69341526	1	69341526	69341526	1	1	intergenic	NA	69330241	69380445	character(0)	69329739	69330241	3074322	character(0)	69329739	69330241	241452	69380445	69404533	66267204	11285	NA	1
4099	chr2	+	69667571	1	69667571	69667571	1	1	3UTR	NA	69667206	69667571	72569	69647171	69667318	69655507	NA	NA	NA	NA	NA	NA	12064	NA	12064	1
4100	chr2	+	69797161	1	69797161	69797161	1	1	3UTR	NA	69796228	69797223	73373	69789623	69795653	69795653	NA	NA	NA	NA	NA	NA	1508	NA	1508	1
4101	chr2	+	69797223	7	69797223	69797223	7	1	3UTR	NA	69796228	69797223	73373	69789623	69795653	69795653	NA	NA	NA	NA	NA	NA	1570	NA	1570	7
4102	chr2	+	70691725	21	70691709	70691725	21	1	3UTR	NA	70690984	70691725	70231	70661576	70691725	70690983	NA	NA	NA	NA	NA	NA	742	NA	742	21
4103	chr2	+	71263247	1	71263247	71263247	1	1	3UTR	NA	71262762	71263298	13427	71211706	71263298	71262761	NA	NA	NA	NA	NA	NA	486	NA	486	1
4104	chr2	+	71263303	2	71263303	71263303	2	1	3UTR	NA	71262762	71263303	13427	71211706	71263298	71262761	NA	NA	NA	NA	NA	NA	542	NA	542	2
4105	chr2	+	71441515	2	71441515	71441515	2	1	3UTR	NA	71441336	71441622	107435	71388958	71441622	71441335	NA	NA	NA	NA	NA	NA	180	NA	180	2
4106	chr2	+	71858226	5	71858223	71858228	5	1	exon	NA	71855854	71858416	16403	71745616	71820254	71820254	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
4107	chr2	+	71858342	4	71858342	71858345	4	1	exon	NA	71855854	71858416	16403	71745616	71820254	71820254	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
4108	chr2	+	71969019	1	71969019	71969019	1	1	intergenic	NA	71957368	71981240	character(0)	71956053	71957368	3074322	character(0)	71956053	71957368	56508	71981240	72257474	68894697	11651	NA	1
4109	chr2	+	72442610	2	72442610	72442610	2	1	3UTR	NA	72441939	72442610	65964	72285637	72442610	72441938	NA	NA	NA	NA	NA	NA	672	NA	672	2
4110	chr2	+	72538668	2	72538668	72538668	2	1	intergenic	NA	72486893	72545212	66953	72476159	72486893	72485750	66953	72476159	72486893	character(0)	72545212	72545612	52918	51775	NA	2
4111	chr2	+	74700208	1	74700208	74700208	1	1	3UTR	NA	74699422	74700208	15438	74697727	74700208	74699421	NA	NA	NA	NA	NA	NA	787	NA	787	1
4112	chr2	+	74790624	1	74790624	74790624	1	1	intergenic	NA	74765142	74825803	15429	74762980	74765142	74764389	15429	74762980	74765142	53375	74825803	74878431	26235	25482	NA	1
4113	chr2	+	74876739	2	74876739	74876739	2	1	3UTR	NA	74876475	74878431	53375	74825803	74878431	74876474	NA	NA	NA	NA	NA	NA	265	NA	265	2
4114	chr2	+	75666501	1	75666501	75666501	1	1	3UTR	NA	75665398	75669407	229279	75659261	75665839	75665286	NA	NA	NA	NA	NA	NA	1215	NA	1215	1
4115	chr2	+	75667237	1	75667237	75667237	1	1	3UTR	NA	75665398	75669407	229279	75659261	75665839	75665286	NA	NA	NA	NA	NA	NA	1951	NA	1951	1
4116	chr2	+	75667292	1	75667292	75667292	1	1	3UTR	NA	75665398	75669407	229279	75659261	75665839	75665286	NA	NA	NA	NA	NA	NA	2006	NA	2006	1
4117	chr2	+	75928830	1	75928830	75928830	1	1	3UTR	NA	75926044	75931350	228061	75832177	75931350	75926043	NA	NA	NA	NA	NA	NA	2787	NA	2787	1
3990	chr2	+	7658203	9	7658196	7658203	9	1	intergenic	NA	7631348	8633937	character(0)	7631076	7631348	3074322	character(0)	7631076	7631348	character(0)	8633937	8634483	4583881	26855	NA	9
4118	chr2	+	76696576	3	76696576	76696579	3	1	3UTR	NA	76695503	76696828	83435	76675281	76696828	76695502	NA	NA	NA	NA	NA	NA	1074	NA	1074	3
